,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,nu_1,nu_1_err,nu_1_vary,nu_2,nu_2_err,nu_2_vary,nu_3,nu_3_err,nu_3_vary,nu_4,nu_4_err,nu_4_vary,sw,sw_err,sw_vary,sw_scale_factor,sw_1,sw_1_err,sw_1_vary,sw_2,sw_2_err,sw_2_vary,sw_3,sw_3_err,sw_3_vary,sw_4,sw_4_err,sw_4_vary,gamma0_air,gamma0_air_err,gamma0_air_vary,n_gamma0_air,delta0_air,delta0_air_err,delta0_air_vary,n_delta0_air,nuVC_air,nuVC_air_err,nuVC_air_vary,n_nuVC_air,SD_gamma_air,SD_gamma_air_err,SD_gamma_air_vary,n_gamma2_air,SD_delta_air,SD_delta_air_err,SD_delta_air_vary,n_delta2_air,eta_air,eta_air_err,eta_air_vary,y_air_296,y_air_296_err,y_air_296_vary
10,7,2,370.8258,13155.61648,0,False,13155.61648,0.0,False,13155.61648,0.0,False,13155.61648,0.0,False,13155.61648,0.0,False,0.00764,0,False,1.0000000000000001e-24,0.00764,0.0,False,0.00764,0.0,False,0.00764,0.0,False,0.00764,0.0,False,0.0439,0.0,False,0.65,-0.0073,0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
11,7,1,343.9694,13156.05888,0,False,13156.05888,0.0,False,13156.05888,0.0,False,13156.05888,0.0,False,13156.05888,0.0,False,5.8800000000000006e-05,0,False,1.0000000000000001e-24,5.8800000000000006e-05,0.0,False,5.8800000000000006e-05,0.0,False,5.8800000000000006e-05,0.0,False,5.8800000000000006e-05,0.0,False,0.0458,0.0,False,0.67,-0.0074,0,False,0.0,0,0,False,1,0.1045508159999999,0.0,False,0.67,0,0,False,0,0,0,False,0,0,False
12,7,1,343.75,13156.28,0,False,13156.279982473488,5.361151184626298e-06,True,13156.279990155728,2.9235582382410615e-06,True,13156.279983781837,2.120171251959975e-06,True,13156.280032029052,1.728013669206541e-06,True,4.799,0,False,1.0000000000000001e-24,4.798429429373426,0.0014505322470290017,True,4.801222968617305,0.0008110138123556068,True,4.796537913108319,0.0006807266126666737,True,4.798604555534528,0.0006950464616820145,True,0.03985184382191924,3.814048713146237e-05,True,0.81,-0.007967,0,False,2.4e-05,0,0,False,1,0.07374512320105353,0.0007110149890481262,True,0.81,0,0,False,0,0,0,False,0,0,False
13,7,3,334.3142,13156.39485,0,False,13156.39485,0.0,False,13156.39485,0.0,False,13156.39485,0.0,False,13156.39485,0.0,False,0.00193,0,False,1.0000000000000001e-24,0.00193,0.0,False,0.00193,0.0,False,0.00193,0.0,False,0.00193,0.0,False,0.0446,0.0,False,0.65,-0.0074,0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
14,7,2,325.349,13156.50987,0,False,13156.50987,0.0,False,13156.50987,0.0,False,13156.50987,0.0,False,13156.50987,0.0,False,0.0097,0,False,1.0000000000000001e-24,0.0097,0.0,False,0.0097,0.0,False,0.0097,0.0,False,0.0097,0.0,False,0.0446,0.0,False,0.65,-0.0074,0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
15,7,1,440.56,13156.62,0,False,13156.619996864563,8.218398073102621e-06,True,13156.620009814798,4.461654714074373e-06,True,13156.620016579516,3.2319796270642784e-06,True,13156.619985713489,2.6256666321411265e-06,True,3.123,0,False,1.0000000000000001e-24,3.122097012234319,0.0014450415208906405,True,3.118743704370085,0.0008069712122404111,True,3.1207561226581833,0.0006782766466271155,True,3.1204222568845923,0.0006929403500470307,True,0.03975369458424492,5.8518657870775045e-05,True,0.8,-0.0085469999999999,0,False,2.8000000000000003e-05,0,0,False,1,0.09887890295093871,0.0010997480310232428,True,0.8,0,0,False,0,0,0,False,0,0,False
16,7,3,428.3404,13156.67179,0,False,13156.67179,0.0,False,13156.67179,0.0,False,13156.67179,0.0,False,13156.67179,0.0,False,0.0012699999999999,0,False,1.0000000000000001e-24,0.0012699999999999,0.0,False,0.0012699999999999,0.0,False,0.0012699999999999,0.0,False,0.0012699999999999,0.0,False,0.0433,0.0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
17,7,2,416.908,13156.72817,0,False,13156.72817,0.0,False,13156.72817,0.0,False,13156.72817,0.0,False,13156.72817,0.0,False,0.00649,0,False,1.0000000000000001e-24,0.00649,0.0,False,0.00649,0.0,False,0.00649,0.0,False,0.00649,0.0,False,0.0433,0.0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
18,7,1,2460.08,13156.98,0,False,13156.98,0.0,False,13156.98,0.0,False,13156.98,0.0,False,13156.98,0.0,False,0.000423,0,False,1.0000000000000001e-24,0.000423,0.0,False,0.000423,0.0,False,0.000423,0.0,False,0.000423,0.0,False,0.02,0.0,False,0.63,-0.01,0,False,5e-05,0,0,False,1,0.1,0.0,False,0.63,0,0,False,0,0,0,False,0,0,False
19,7,1,2232.08,13157.11,0,False,13157.11,0.0,False,13157.11,0.0,False,13157.11,0.0,False,13157.11,0.0,False,0.001181,0,False,1.0000000000000001e-24,0.001181,0.0,False,0.001181,0.0,False,0.001181,0.0,False,0.001181,0.0,False,0.02,0.0,False,0.63,-0.0105,0,False,5e-05,0,0,False,1,0.1,0.0,False,0.63,0,0,False,0,0,0,False,0,0,False
20,7,3,378.8809,13157.63875,0,False,13157.63875,0.0,False,13157.63875,0.0,False,13157.63875,0.0,False,13157.63875,0.0,False,0.00165,0,False,1.0000000000000001e-24,0.00165,0.0,False,0.00165,0.0,False,0.00165,0.0,False,0.00165,0.0,False,0.0439,0.0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
21,7,3,478.466,13157.71857,0,False,13157.71857,0.0,False,13157.71857,0.0,False,13157.71857,0.0,False,13157.71857,0.0,False,0.00106,0,False,1.0000000000000001e-24,0.00106,0.0,False,0.00106,0.0,False,0.00106,0.0,False,0.00106,0.0,False,0.0426,0.0,False,0.64,-0.0074,0,False,0.0,0,0,False,1,0.112207006,0.0,False,0.64,0,0,False,0,0,0,False,0,0,False
22,7,2,368.7207,13157.72164,0,False,13157.72164,0.0,False,13157.72164,0.0,False,13157.72164,0.0,False,13157.72164,0.0,False,0.0083299999999999,0,False,1.0000000000000001e-24,0.0083299999999999,0.0,False,0.0083299999999999,0.0,False,0.0083299999999999,0.0,False,0.0083299999999999,0.0,False,0.0439,0.0,False,0.65,-0.0075,0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
23,7,2,465.69,13157.74843,0,False,13157.74843,0.0,False,13157.74843,0.0,False,13157.74843,0.0,False,13157.74843,0.0,False,0.00542,0,False,1.0000000000000001e-24,0.00542,0.0,False,0.00542,0.0,False,0.00542,0.0,False,0.00542,0.0,False,0.0426,0.0,False,0.64,-0.0074,0,False,0.0,0,0,False,1,0.110424871,0.0,False,0.64,0,0,False,0,0,0,False,0,0,False
24,7,1,438.701,13158.4839,0,False,13158.4839,0.0,False,13158.4839,0.0,False,13158.4839,0.0,False,13158.4839,0.0,False,4.2100000000000014e-05,0,False,1.0000000000000001e-24,4.2100000000000014e-05,0.0,False,4.2100000000000014e-05,0.0,False,4.2100000000000014e-05,0.0,False,4.2100000000000014e-05,0.0,False,0.0447,0.0,False,0.65,-0.0074,0,False,0.0,0,0,False,1,0.11088723,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
25,7,3,531.3635,13158.67091,0,False,13158.67091,0.0,False,13158.67091,0.0,False,13158.67091,0.0,False,13158.67091,0.0,False,0.000863,0,False,1.0000000000000001e-24,0.000863,0.0,False,0.000863,0.0,False,0.000863,0.0,False,0.000863,0.0,False,0.0416,0.0,False,0.64,-0.0073,0,False,0.0,0,0,False,1,0.112207006,0.0,False,0.64,0,0,False,0,0,0,False,0,0,False
26,7,2,517.17,13158.67694,0,False,13158.67694,0.0,False,13158.67694,0.0,False,13158.67694,0.0,False,13158.67694,0.0,False,0.00445,0,False,1.0000000000000001e-24,0.00445,0.0,False,0.00445,0.0,False,0.00445,0.0,False,0.00445,0.0,False,0.0416,0.0,False,0.64,-0.0073,0,False,0.0,0,0,False,1,0.110424871,0.0,False,0.64,0,0,False,0,0,0,False,0,0,False
27,7,1,546.7,13158.68,0,False,13158.68,0.0,False,13158.68,0.0,False,13158.68,0.0,False,13158.68,0.0,False,2.083,0,False,1.0000000000000001e-24,2.083,0.0,False,2.083,0.0,False,2.083,0.0,False,2.083,0.0,False,0.04,0.0,False,0.77,-0.0087411,0,False,3.3e-05,0,0,False,1,0.09,0.0,False,0.77,0,0,False,0,0,0,False,0,0,False
28,7,1,438.44,13158.74,0,False,13158.74,0.0,False,13158.74,0.0,False,13158.74,0.0,False,13158.74,0.0,False,3.399,0,False,1.0000000000000001e-24,3.399,0.0,False,3.399,0.0,False,3.399,0.0,False,3.399,0.0,False,0.04,0.0,False,0.82,-0.008568,0,False,2.9e-05,0,0,False,1,0.1,0.0,False,0.82,0,0,False,0,0,0,False,0,0,False
29,7,3,426.2234,13158.78878,0,False,13158.78878,0.0,False,13158.78878,0.0,False,13158.78878,0.0,False,13158.78878,0.0,False,0.00139,0,False,1.0000000000000001e-24,0.00139,0.0,False,0.00139,0.0,False,0.00139,0.0,False,0.00139,0.0,False,0.0433,0.0,False,0.65,-0.0078,0,False,0.0,0,0,False,1,0.109090145,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
30,7,2,414.794,13158.84219,0,False,13158.84219,0.0,False,13158.84219,0.0,False,13158.84219,0.0,False,13158.84219,0.0,False,0.00705,0,False,1.0000000000000001e-24,0.00705,0.0,False,0.00705,0.0,False,0.00705,0.0,False,0.00705,0.0,False,0.0433,0.0,False,0.65,-0.0078,0,False,0.0,0,0,False,1,0.107357514,0.0,False,0.65,0,0,False,0,0,0,False,0,0,False
