Spectrum Number,Spectrum Name,Frequency (MHz),Wavenumber (cm-1),Pressure (Torr),Temperature (C),Tau (us),Tau Error (%),Alpha (ppm/cm),Model (ppm/cm),Residuals (ppm/cm),QF,Background
1,20_torr,394378779.609125,13155.06007856692,20.000000000000004,25.0,350953.745613961,,9.504503068192438e-05,9.12685537565218e-05,-3.7764769254025713e-06,3117.0,3.2496953858283424e-06
1,20_torr,394378930.5652845,13155.065113922396,20.000000000000004,25.0,336810.92841451697,,9.903600716531116e-05,7.69372151819885e-05,-2.209879198332265e-05,3117.0,3.2496953858283424e-06
1,20_torr,394379075.359579,13155.06994374018,20.000000000000004,25.0,400778.9410839273,,8.322894768273273e-05,5.668033392514049e-05,-2.654861375759224e-05,3117.0,3.2496953858283424e-06
1,20_torr,394379226.25724834,13155.074977144632,20.000000000000004,25.0,3259792.6564238113,,1.0232678282185344e-05,3.62042318086169e-05,2.5971553526431555e-05,3117.0,3.2496953858283424e-06
1,20_torr,394379379.6329954,13155.080093208864,20.000000000000004,25.0,1609806.6908423011,,2.072075467791856e-05,2.0867486662235144e-05,1.4673198431658258e-07,3117.0,3.2496953858283424e-06
1,20_torr,394379525.33108217,13155.084953173911,20.000000000000004,25.0,1041823.1871869363,,3.201734222280273e-05,1.215358251863856e-05,-1.986375970416417e-05,3117.0,3.2496953858283424e-06
1,20_torr,394379675.08499146,13155.089948426636,20.000000000000004,25.0,-912152.5926905783,,-3.656889185769208e-05,7.60701502065533e-06,4.417590687834741e-05,3117.0,3.2496953858283424e-06
1,20_torr,394379827.76014614,13155.09504112162,20.000000000000004,25.0,-1446596.263699301,,-2.3058548094486777e-05,5.587020508887414e-06,2.864556860337419e-05,3117.0,3.2496953858283424e-06
1,20_torr,394379975.46583873,13155.099968053191,20.000000000000004,25.0,4612685.425037474,,7.231451192998754e-06,4.803770532551741e-06,-2.4276806604470125e-06,3117.0,3.2496953858283424e-06
1,20_torr,394380127.7490548,13155.105047674508,20.000000000000004,25.0,3636648.0317547875,,9.17229526436183e-06,4.487108096752496e-06,-4.6851871676093345e-06,3117.0,3.2496953858283424e-06
1,20_torr,394380275.5928659,13155.109979213215,20.000000000000004,25.0,1542147.0461289582,,2.162985015180314e-05,4.369471974745614e-06,-1.7260378177057524e-05,3117.0,3.2496953858283424e-06
1,20_torr,394380424.82366556,13155.114957016884,20.000000000000004,25.0,12839802.560207525,,2.5978911563010887e-06,4.334991936137014e-06,1.7371007798359252e-06,3117.0,3.2496953858283424e-06
1,20_torr,394380575.0697652,13155.11996868731,20.000000000000004,25.0,3681715.1620419133,,9.060019054085498e-06,4.349789353922988e-06,-4.71022970016251e-06,3117.0,3.2496953858283424e-06
1,20_torr,394380727.2369239,13155.12504443737,20.000000000000004,25.0,-1494731.6696521302,,-2.23159850005575e-05,4.4037983880769756e-06,2.6719783388634476e-05,3117.0,3.2496953858283424e-06
1,20_torr,394380875.22667265,13155.129980844034,20.000000000000004,25.0,1420993.8728593607,,2.347399954138759e-05,4.492602440893067e-06,-1.8981397100494523e-05,3117.0,3.2496953858283424e-06
1,20_torr,394381025.93531156,13155.135007943114,20.000000000000004,25.0,1122949.1632176065,,2.970429171008818e-05,4.62426887108635e-06,-2.508002283900183e-05,3117.0,3.2496953858283424e-06
1,20_torr,394381174.8282155,13155.139974475793,20.000000000000004,25.0,1989263.8351070944,,1.6768217936269586e-05,4.805408041608151e-06,-1.1962809894661435e-05,3117.0,3.2496953858283424e-06
1,20_torr,394381326.29291093,13155.145026794202,20.000000000000004,25.0,-617887.4399760095,,-5.398460522374483e-05,5.061224630958573e-06,5.90458298547034e-05,3117.0,3.2496953858283424e-06
1,20_torr,394381475.4219624,13155.150001203912,20.000000000000004,25.0,-877160.5678229418,,-3.802771207853512e-05,5.42035816628458e-06,4.34480702448197e-05,3117.0,3.2496953858283424e-06
1,20_torr,394381621.9651614,13155.15488935887,20.000000000000004,25.0,3688524.8233419317,,9.043292675903191e-06,5.954432208365063e-06,-3.0888604675381285e-06,3117.0,3.2496953858283424e-06
1,20_torr,394381773.94200975,13155.159958760862,20.000000000000004,25.0,-3260141.1234122342,,-1.0231584541009882e-05,6.9086687742617375e-06,1.714025331527162e-05,3117.0,3.2496953858283424e-06
1,20_torr,394381925.92714864,13155.165028439396,20.000000000000004,25.0,1127435.21998927,,2.9586098543322663e-05,8.887511991972955e-06,-2.0698586551349707e-05,3117.0,3.2496953858283424e-06
1,20_torr,394382077.290111,13155.170077364355,20.000000000000004,25.0,-2921984.859835211,,-1.1415668157054168e-05,1.3549815558815182e-05,2.496548371586935e-05,3117.0,3.2496953858283424e-06
1,20_torr,394382226.7899464,13155.175064142086,20.000000000000004,25.0,1075005.2671134225,,3.102906612670188e-05,2.472765942633228e-05,-6.3014067003696025e-06,3117.0,3.2496953858283424e-06
1,20_torr,394382375.5123179,13155.180024986415,20.000000000000004,25.0,639708.6440026101,,5.2143127707492895e-05,4.971515065321087e-05,-2.4279770542820267e-06,3117.0,3.2496953858283424e-06
1,20_torr,394382524.8912788,13155.18500773221,20.000000000000004,25.0,343180.82075069123,,9.719776719121336e-05,9.896935241885425e-05,1.7715852276408914e-06,3117.0,3.2496953858283424e-06
1,20_torr,394382673.06793314,13155.189950373371,20.000000000000004,25.0,235576.88982878858,,0.0001415945746803,0.0001790423732329352,3.74477985526352e-05,3117.0,3.2496953858283424e-06
1,20_torr,394382822.8806782,13155.194947588649,20.000000000000004,25.0,109164.74521463188,,0.0003055602745578,0.0002855666946428048,-1.99935799149952e-05,3117.0,3.2496953858283424e-06
1,20_torr,394382976.00369567,13155.200055222727,20.000000000000004,25.0,85522.82470988514,,0.0003900293241362,0.0003927361181140621,2.7067939778621327e-06,3117.0,3.2496953858283424e-06
1,20_torr,394383125.4863116,13155.20504142608,20.000000000000004,25.0,66026.06425783958,,0.0005052006339429,0.0004549417233422629,-5.025891060063712e-05,3117.0,3.2496953858283424e-06
1,20_torr,394383272.9876668,13155.209961541688,20.000000000000004,25.0,79489.36468176081,,0.0004196336158096,0.0004471372937851612,2.7503677975561174e-05,3117.0,3.2496953858283424e-06
1,20_torr,394383425.31129307,13155.215042510945,20.000000000000004,25.0,93606.0168867345,,0.000356348989405,0.0003709681581940474,1.4619168789047358e-05,3117.0,3.2496953858283424e-06
1,20_torr,394383573.9015721,13155.219998949144,20.000000000000004,25.0,119731.54035864522,,0.000278593338229,0.0002632624194985217,-1.533091873047828e-05,3117.0,3.2496953858283424e-06
1,20_torr,394383723.026772,13155.22497323038,20.000000000000004,25.0,228662.72083925246,,0.0001458760282279,0.00016080211006813813,1.4926081840238131e-05,3117.0,3.2496953858283424e-06
1,20_torr,394383870.84270954,13155.229903839328,20.000000000000004,25.0,409292.66256229964,,8.149769729804997e-05,8.709177238516594e-05,5.594075087115969e-06,3117.0,3.2496953858283424e-06
1,20_torr,394384020.172731,13155.234884952675,20.000000000000004,25.0,592058.1275100181,,5.633975444286218e-05,4.330090677143606e-05,-1.303884767142612e-05,3117.0,3.2496953858283424e-06
1,20_torr,394384172.73686826,13155.239973944515,20.000000000000004,25.0,35468067.706738405,,9.404631172923464e-07,2.1367542715141853e-05,2.0427079597849507e-05,3117.0,3.2496953858283424e-06
1,20_torr,394384323.907897,13155.24501646726,20.000000000000004,25.0,2745576.506492582,,1.2149145886459868e-05,1.2044221817929412e-05,-1.0492406853045619e-07,3117.0,3.2496953858283424e-06
1,20_torr,394384473.09048855,13155.249992662875,20.000000000000004,25.0,723365.0499685851,,4.611282992074864e-05,8.259782239858503e-06,-3.785304768089014e-05,3117.0,3.2496953858283424e-06
1,20_torr,394384624.80205387,13155.255053215978,20.000000000000004,25.0,-52862709.88049307,,-6.310007488307764e-07,6.609608099186076e-06,7.240608848016852e-06,3117.0,3.2496953858283424e-06
1,20_torr,394384773.7135674,13155.260020369404,20.000000000000004,25.0,-1522009.9244416014,,-2.1916026291387743e-05,5.771007012724446e-06,2.768703330411219e-05,3117.0,3.2496953858283424e-06
1,20_torr,394384922.63400865,13155.264987820628,20.000000000000004,25.0,1061440.8066580307,,3.142559557780578e-05,5.2608842344901975e-06,-2.6164711343315583e-05,3117.0,3.2496953858283424e-06
1,20_torr,394385069.2412472,13155.269878111716,20.000000000000004,25.0,2623760.812521076,,1.27132051674193e-05,4.916007611262854e-06,-7.797197556156447e-06,3117.0,3.2496953858283424e-06
1,20_torr,394385221.94994795,13155.274971925675,20.000000000000004,25.0,-1908816.6891549097,,-1.7474915066141363e-05,4.652721967202888e-06,2.212763703334425e-05,3117.0,3.2496953858283424e-06
1,20_torr,394385373.2713566,13155.280019464552,20.000000000000004,25.0,-1429025.8374344695,,-2.334206187601197e-05,4.454337071129084e-06,2.7796398947141052e-05,3117.0,3.2496953858283424e-06
1,20_torr,394385522.17138296,13155.284986234808,20.000000000000004,25.0,2098487.722093235,,1.5895451361775087e-05,4.301133591417942e-06,-1.1594317770357145e-05,3117.0,3.2496953858283424e-06
1,20_torr,394385672.33867204,13155.2899952764,20.000000000000004,25.0,-2437231.5668833735,,-1.3686188039353988e-05,4.177192456506995e-06,1.7863380495860983e-05,3117.0,3.2496953858283424e-06
1,20_torr,394385823.3430283,13155.295032239546,20.000000000000004,25.0,-10358550.258406768,,-3.22018126935706e-06,4.075691074976686e-06,7.295872344333746e-06,3117.0,3.2496953858283424e-06
1,20_torr,394385970.6590978,13155.299946174691,20.000000000000004,25.0,-1934243.0846237466,,-1.7245200349936252e-05,3.993819756944401e-06,2.1239020106880653e-05,3117.0,3.2496953858283424e-06
1,20_torr,394386123.0534458,13155.305029502972,20.000000000000004,25.0,1632676.4636301189,,2.0430507980527897e-05,3.923041145846004e-06,-1.6507466834681893e-05,3117.0,3.2496953858283424e-06
1,20_torr,394386271.1586752,13155.309969761654,20.000000000000004,25.0,-1657057.5536777321,,-2.012990402523003e-05,3.865046036464918e-06,2.399495006169495e-05,3117.0,3.2496953858283424e-06
1,20_torr,394386421.75560665,13155.31499313457,20.000000000000004,25.0,-3080497.5998285683,,-1.082825369565992e-05,3.8148719141705984e-06,1.4643125609830519e-05,3117.0,3.2496953858283424e-06
1,20_torr,394386572.9884437,13155.320037719017,20.000000000000004,25.0,-2963802.762949273,,-1.1254598294058652e-05,3.7717869650315758e-06,1.5026385259090227e-05,3117.0,3.2496953858283424e-06
1,20_torr,394386721.176755,13155.324980749016,20.000000000000004,25.0,-1908579.4319704832,,-1.7477087388171686e-05,3.7354437173154816e-06,2.1212531105487168e-05,3117.0,3.2496953858283424e-06
1,20_torr,394386872.02402395,13155.330012472294,20.000000000000004,25.0,-2787684.725809456,,-1.1965631985205772e-05,3.7034469287141876e-06,1.566907891391996e-05,3117.0,3.2496953858283424e-06
1,20_torr,394387023.86824423,13155.335077450289,20.000000000000004,25.0,-1456863.2378065742,,-2.2896047243278638e-05,3.6755460623628835e-06,2.657159330564152e-05,3117.0,3.2496953858283424e-06
1,20_torr,394387169.5863853,13155.339938084277,20.000000000000004,25.0,1359832.7974584205,,2.4529787472518395e-05,3.6522446461566163e-06,-2.087754282636178e-05,3117.0,3.2496953858283424e-06
1,20_torr,394387320.81191885,13155.344982425104,20.000000000000004,25.0,-4665454.103374283,,-7.149659771744454e-06,3.6311679679529803e-06,1.0780827739697434e-05,3117.0,3.2496953858283424e-06
1,20_torr,394387470.90321773,13155.349988931936,20.000000000000004,25.0,-23661183.5351424,,-1.409752368061941e-06,3.6129768824642793e-06,5.02272925052622e-06,3117.0,3.2496953858283424e-06
1,20_torr,394387621.2039432,13155.355002424483,20.000000000000004,25.0,-863917.2078741565,,-3.861065529866619e-05,3.5971550512081462e-06,4.220781034987434e-05,3117.0,3.2496953858283424e-06
1,20_torr,394387768.43031424,13155.359913367609,20.000000000000004,25.0,-6414090.366694557,,-5.200489486867821e-06,3.5837229989528687e-06,8.78421248582069e-06,3117.0,3.2496953858283424e-06
1,20_torr,394387921.149988,13155.365007547589,20.000000000000004,25.0,-1972198.258507276,,-1.691331455949166e-05,3.5717305182084387e-06,2.04850450777001e-05,3117.0,3.2496953858283424e-06
1,20_torr,394388071.05689055,13155.37000790362,20.000000000000004,25.0,-8150100.850199659,,-4.092760339155564e-06,3.561704961577596e-06,7.65446530073316e-06,3117.0,3.2496953858283424e-06
1,20_torr,394388219.40073264,13155.374956121566,20.000000000000004,25.0,918601.4046470182,,3.631216907689439e-05,3.553349143598064e-06,-3.275881993329633e-05,3117.0,3.2496953858283424e-06
1,20_torr,394388374.00628155,13155.38011320757,20.000000000000004,25.0,-9033230.503981056,,-3.692633494198407e-06,3.546183300488006e-06,7.238816794686413e-06,3117.0,3.2496953858283424e-06
1,20_torr,394388520.8394864,13155.385011036082,20.000000000000004,25.0,-2513778.841614911,,-1.3269428864468548e-05,3.5408582130997934e-06,1.681028707756834e-05,3117.0,3.2496953858283424e-06
1,20_torr,394388669.2853221,13155.389962656169,20.000000000000004,25.0,-1363621.9813651603,,-2.4461624977929125e-05,3.536687219717569e-06,2.7998312197646694e-05,3117.0,3.2496953858283424e-06
1,20_torr,394388818.3988787,13155.394936549026,20.000000000000004,25.0,-1025585.5671093756,,-3.2524257935718244e-05,3.5337887954941743e-06,3.605804673121242e-05,3117.0,3.2496953858283424e-06
1,20_torr,394388971.8026403,13155.40005354772,20.000000000000004,25.0,2084374.1965471383,,1.6003081200617257e-05,3.532146039644964e-06,-1.2470935160972293e-05,3117.0,3.2496953858283424e-06
1,20_torr,394389121.583615,13155.405049703251,20.000000000000004,25.0,-6940576.179936728,,-4.806000057493684e-06,3.531865157990442e-06,8.337865215484126e-06,3117.0,3.2496953858283424e-06
1,20_torr,394389269.7297295,13155.409991325716,20.000000000000004,25.0,-5402383.768504484,,-6.1743872610977256e-06,3.5329107777262538e-06,9.70729803882398e-06,3117.0,3.2496953858283424e-06
1,20_torr,394389416.68355656,13155.414893177753,20.000000000000004,25.0,-1881200.2539033084,,-1.773145067921604e-05,3.535311821460013e-06,2.1266762500676053e-05,3117.0,3.2496953858283424e-06
1,20_torr,394389571.2426627,13155.420048714594,20.000000000000004,25.0,-3453262.1227831766,,-9.65939113041654e-06,3.53940635819878e-06,1.319879748861532e-05,3117.0,3.2496953858283424e-06
1,20_torr,394389720.4866336,13155.425026957604,20.000000000000004,25.0,-1639523.1127758003,,-2.0345190171391376e-05,3.545028982488309e-06,2.3890219153879685e-05,3117.0,3.2496953858283424e-06
1,20_torr,394389867.616422,13155.429934679078,20.000000000000004,25.0,2440190.269392451,,1.366959369447865e-05,3.544414769075185e-06,-1.0125178925403465e-05,3117.0,3.2496953858283424e-06
1,20_torr,394390020.2452539,13155.4350258289,20.000000000000004,25.0,-5683816.418671308,,-5.868664126842587e-06,3.5543786531932114e-06,9.423042780035798e-06,3117.0,3.2496953858283424e-06
1,20_torr,394390170.53600794,13155.440038988838,20.000000000000004,25.0,-18604429.847138092,,-1.792928339856994e-06,3.566519996716188e-06,5.359448336573182e-06,3117.0,3.2496953858283424e-06
1,20_torr,394390320.07257366,13155.445026991763,20.000000000000004,25.0,2916734.0707009947,,1.1436218973435064e-05,3.581670034654611e-06,-7.854548938780453e-06,3117.0,3.2496953858283424e-06
1,20_torr,394390467.20562726,13155.44993482215,20.000000000000004,25.0,-6797955.174990717,,-4.9068298718019655e-06,3.6000386054553086e-06,8.506868477257274e-06,3117.0,3.2496953858283424e-06
1,20_torr,394390618.6051223,13155.45498496571,20.000000000000004,25.0,-1984969.6414929687,,-1.680449354113377e-05,3.62344345977847e-06,2.042793700091224e-05,3117.0,3.2496953858283424e-06
1,20_torr,394390766.24491966,13155.459909699252,20.000000000000004,25.0,1640160.6759068614,,2.033728159064179e-05,3.651967240632426e-06,-1.6685314350009365e-05,3117.0,3.2496953858283424e-06
1,20_torr,394390918.05108523,13155.46497340788,20.000000000000004,25.0,-905606.5893194483,,-3.68332230719325e-05,3.689242160728432e-06,4.052246523266093e-05,3117.0,3.2496953858283424e-06
1,20_torr,394391067.9609293,13155.469973862026,20.000000000000004,25.0,-1119395.288765528,,-2.979859738073468e-05,3.7374034170648548e-06,3.3536000797799535e-05,3117.0,3.2496953858283424e-06
1,20_torr,394391218.88569343,13155.475008170266,20.000000000000004,25.0,1844907.7737101503,,1.8080258533864123e-05,3.8039831449237082e-06,-1.4276275388940415e-05,3117.0,3.2496953858283424e-06
1,20_torr,394391367.43647605,13155.479963291007,20.000000000000004,25.0,8110461.49239261,,4.112763441525812e-06,3.90228665999697e-06,-2.1047678152884194e-07,3117.0,3.2496953858283424e-06
1,20_torr,394391519.91771597,13155.485049517689,20.000000000000004,25.0,-2964957.597180356,,-1.1250214691615425e-05,4.079106178636465e-06,1.532932087025189e-05,3117.0,3.2496953858283424e-06
1,20_torr,394391667.77177346,13155.48998139818,20.000000000000004,25.0,9717772.439617854,,3.4325160140431246e-06,4.436927844750781e-06,1.0044118307076562e-06,3117.0,3.2496953858283424e-06
1,20_torr,394391819.45269126,13155.49504092899,20.000000000000004,25.0,1264679.5262576723,,2.637538508947048e-05,5.29684381741658e-06,-2.10785412720539e-05,3117.0,3.2496953858283424e-06
1,20_torr,394391970.5046675,13155.50007948057,20.000000000000004,25.0,-1681298.672857696,,-1.98396692142268e-05,7.3198523559993075e-06,2.7159521570226108e-05,3117.0,3.2496953858283424e-06
1,20_torr,394392117.0445079,13155.504967523497,20.000000000000004,25.0,2804045.7513428065,,1.1895815003675112e-05,1.1495912795400723e-05,-3.999022082743884e-07,3117.0,3.2496953858283424e-06
1,20_torr,394392267.99576455,13155.510002715431,20.000000000000004,25.0,1020915.4087505455,,3.267303954265779e-05,1.9423326622601602e-05,-1.3249712920056185e-05,3117.0,3.2496953858283424e-06
1,20_torr,394392416.91566336,13155.51497014856,20.000000000000004,25.0,1496183.0135628958,,2.2294337803222884e-05,3.142318243437902e-05,9.128844631156135e-06,3117.0,3.2496953858283424e-06
1,20_torr,394392567.4642262,13155.519991908075,20.000000000000004,25.0,456007.99813381775,,7.314873786495869e-05,4.617916687732931e-05,-2.6969570987629383e-05,3117.0,3.2496953858283424e-06
1,20_torr,394392715.4662872,13155.524928725432,20.000000000000004,25.0,590162.7343499615,,5.6520697730187647e-05,5.909594300600535e-05,2.575245275817704e-06,3117.0,3.2496953858283424e-06
1,20_torr,394392870.02301013,13155.530084182776,20.000000000000004,25.0,662170.3908523272,,5.037435980319169e-05,6.546991220016436e-05,1.5095552396972664e-05,3117.0,3.2496953858283424e-06
1,20_torr,394393018.6678057,13155.53504243945,20.000000000000004,25.0,646699.3853996453,,5.1579466863420185e-05,6.193459249809939e-05,1.0355125634679206e-05,3117.0,3.2496953858283424e-06
1,20_torr,394393169.25892276,13155.54006561842,20.000000000000004,25.0,2974863.4418259603,,1.1212753180811944e-05,5.0367928243051225e-05,3.915517506223928e-05,3117.0,3.2496953858283424e-06
1,20_torr,394393319.5583656,13155.545079068186,20.000000000000004,25.0,1112805.4627262657,,2.997505910700261e-05,3.572247973107158e-05,5.747420624068969e-06,3117.0,3.2496953858283424e-06
1,20_torr,394393466.294021,13155.5499736428,20.000000000000004,25.0,-3904955.5695344303,,-8.542071459161861e-06,2.3075619777862158e-05,3.161769123702402e-05,3117.0,3.2496953858283424e-06
1,20_torr,394393616.49770164,13155.554983898282,20.000000000000004,25.0,34475986.121908136,,9.675259005461346e-07,1.4174253525204997e-05,1.3206727624658862e-05,3117.0,3.2496953858283424e-06
1,20_torr,394393765.6615141,13155.559959467497,20.000000000000004,25.0,4064046.3910697647,,8.207684241280256e-06,9.311947897549228e-06,1.104263656268972e-06,3117.0,3.2496953858283424e-06
1,20_torr,394393917.40054077,13155.565020936609,20.000000000000004,25.0,-6750759.561101474,,-4.941134285394794e-06,7.209631646164858e-06,1.2150765931559652e-05,3117.0,3.2496953858283424e-06
1,20_torr,394394066.85931325,13155.570006344631,20.000000000000004,25.0,3239703.6063511493,,1.0296130008443658e-05,6.856460950413989e-06,-3.4396690580296687e-06,3117.0,3.2496953858283424e-06
1,20_torr,394394217.523607,13155.575031964514,20.000000000000004,25.0,1882634.4363126012,,1.771794294018563e-05,7.869207164071417e-06,-9.848735776114213e-06,3117.0,3.2496953858283424e-06
1,20_torr,394394370.1760346,13155.580123901404,20.000000000000004,25.0,-971467.9912153456,,-3.433608705736665e-05,1.1328652563714942e-05,4.566473962108159e-05,3117.0,3.2496953858283424e-06
1,20_torr,394394517.9944407,13155.585054592691,20.000000000000004,25.0,939751.8557782113,,3.5494912103358034e-05,1.9799657930611296e-05,-1.5695254172746738e-05,3117.0,3.2496953858283424e-06
1,20_torr,394394665.92806,13155.589989127078,20.000000000000004,25.0,651357.7524661726,,5.1210581886100345e-05,3.8659559758416014e-05,-1.255102212768433e-05,3117.0,3.2496953858283424e-06
1,20_torr,394394816.6674894,13155.595017253218,20.000000000000004,25.0,547948.5348724311,,6.087507748803631e-05,7.577428414475751e-05,1.4899206656721203e-05,3117.0,3.2496953858283424e-06
1,20_torr,394394962.7550389,13155.599890209343,20.000000000000004,25.0,239545.2759516737,,0.0001392488722113,0.00013321208992676662,-6.0367822845333835e-06,3117.0,3.2496953858283424e-06
1,20_torr,394395114.35398704,13155.60494700594,20.000000000000004,25.0,149992.0998959967,,0.0002223877760425,0.0002091291094562164,-1.3258666586283608e-05,3117.0,3.2496953858283424e-06
1,20_torr,394395264.1707916,13155.609944356627,20.000000000000004,25.0,100260.76750860995,,0.0003326965307437,0.0002797511459115739,-5.2945384832126115e-05,3117.0,3.2496953858283424e-06
1,20_torr,394395417.2086388,13155.615049149728,20.000000000000004,25.0,102292.96539133436,,0.0003260870323996,0.00031820765267330113,-7.879379726298877e-06,3117.0,3.2496953858283424e-06
1,20_torr,394395563.92962027,13155.619943234871,20.000000000000004,25.0,109239.87842577139,,0.0003053501157316,0.0003058836727170746,5.335569854746048e-07,3117.0,3.2496953858283424e-06
1,20_torr,394395715.866325,13155.625011297816,20.000000000000004,25.0,116331.37124884974,,0.0002867361500318,0.0002484147015192928,-3.8321448512507205e-05,3117.0,3.2496953858283424e-06
1,20_torr,394395865.04019064,13155.629987202368,20.000000000000004,25.0,198410.42093208467,,0.0001681182337254,0.0001725775079826581,4.459274257258104e-06,3117.0,3.2496953858283424e-06
1,20_torr,394396016.114133,13155.635026486658,20.000000000000004,25.0,296196.11566122464,,0.000112615958671,0.00010290997679632869,-9.705981874671307e-06,3117.0,3.2496953858283424e-06
1,20_torr,394396163.65646595,13155.639947969135,20.000000000000004,25.0,544801.0544054861,,6.122677122241507e-05,5.5294800920486606e-05,-5.9319703019284666e-06,3117.0,3.2496953858283424e-06
1,20_torr,394396313.84396875,13155.644957684985,20.000000000000004,25.0,1884793.1660756082,,1.7697649864291324e-05,2.76542565972851e-05,9.956606732993776e-06,3117.0,3.2496953858283424e-06
1,20_torr,394396466.6938061,13155.650056206756,20.000000000000004,25.0,-20762029.48774027,,-1.6066064032666829e-06,1.424551128259826e-05,1.5852117685864943e-05,3117.0,3.2496953858283424e-06
1,20_torr,394396613.4390343,13155.654951100682,20.000000000000004,25.0,1749584.1350862575,,1.9065336070946182e-05,8.76338217017686e-06,-1.0301953900769323e-05,3117.0,3.2496953858283424e-06
1,20_torr,394396765.4231076,13155.660020743671,20.000000000000004,25.0,-12054398.5858545,,-2.76715667581774e-06,6.419720624455291e-06,9.186877300273031e-06,3117.0,3.2496953858283424e-06
1,20_torr,394396914.5415889,13155.6649948008,20.000000000000004,25.0,527923.7905666947,,6.318413777869168e-05,5.408876121059937e-06,-5.777526165763174e-05,3117.0,3.2496953858283424e-06
1,20_torr,394397063.9022485,13155.669976936128,20.000000000000004,25.0,6410124.681433992,,5.203706819685937e-06,4.879514375708316e-06,-3.241924439776209e-07,3117.0,3.2496953858283424e-06
1,20_torr,394397213.72443694,13155.6749744664,20.000000000000004,25.0,-19994848.36543568,,-1.668250186756962e-06,4.551167316547791e-06,6.219417503304753e-06,3117.0,3.2496953858283424e-06
1,20_torr,394397365.33984303,13155.680031811977,20.000000000000004,25.0,1470640.5051306032,,2.268155229197425e-05,4.321398390158436e-06,-1.8360153901815815e-05,3117.0,3.2496953858283424e-06
1,20_torr,394397513.7146343,13155.684981062275,20.000000000000004,25.0,-2785620.8520978824,,-1.1974497352966798e-05,4.155357093431498e-06,1.6129854446398297e-05,3117.0,3.2496953858283424e-06
1,20_torr,394397664.106129,13155.689997582562,20.000000000000004,25.0,-7401124.511570569,,-4.506938029169401e-06,4.025579705785923e-06,8.532517734955325e-06,3117.0,3.2496953858283424e-06
1,20_torr,394397813.43991107,13155.694978821351,20.000000000000004,25.0,9006964.179904155,,3.703402040194431e-06,3.923711662233056e-06,2.203096220386245e-07,3117.0,3.2496953858283424e-06
1,20_torr,394397965.49514264,13155.700050837924,20.000000000000004,25.0,1162667.6254809096,,2.8689548748739028e-05,3.840086125770744e-06,-2.4849462622968283e-05,3117.0,3.2496953858283424e-06
1,20_torr,394398112.6341013,13155.704958865284,20.000000000000004,25.0,575030.2686984407,,5.800809337448649e-05,3.7736566949896595e-06,-5.423443667949683e-05,3117.0,3.2496953858283424e-06
1,20_torr,394398263.8224766,13155.710001966649,20.000000000000004,25.0,1644160.14588747,,2.0287810529436222e-05,3.7167947961309105e-06,-1.6571015733305312e-05,3117.0,3.2496953858283424e-06
